Timestamp,Annotator #1 Code,Annotator #2 Code,Story Code,Story Name,Plot Summary (25-50 words),Author Code,Second author code (if applicable),In what order are the investigation and reveal portions provided?,Name of Detective #1,Detective #1 Gender,Detective #1 Role,Name of Detective #2,Detective #2 Gender,Detective #2 Role,"More Than Two Detectives? (If yes, enter total number)",Name of Assistant #1,Assistant #1 Gender,Assistant #1 Role,Name of Assistant #2,Assistant #2 Gender,Assistant #2 Role,"More Than Two Assistants? (If yes, enter total number)",Number of victims of gender Male,Number of victims of gender Female,Number of victims of gender Non-binary,Number of victims of gender Unknown,Number of victims who are corporate entities,Number of culprits of gender Male,Number of culprits of gender Female,Number of culprits of gender Non-binary,Number of culprits of gender Unknown,Are one or more culprits introduced into the story only during the reveal?,The main culprit,Who initiates the detective's investigation?,What is the role of the police force in solving the crime?,The story's main action focuses on a,When do(es) the crime(s)/mystery being investigated occur?,Types of crimes or quasi-crimes present in story,Motives,Means (murder only),Does the story provide sufficient clues in sufficient detail to allow an alert reader to correctly guess the solution before the reveal?,Does the story provide sufficient clues in sufficient detail to allow an alert reader to definitively solve the crime before the reveal?,Did either annotator personally correctly guess the solution to the crime before the reveal?,Types of clues,What is the essential clue in the story (if present)?,Of what type is the essential clue (if present)?,What is the most salient clue in the story (if clues are present)?,Of what type is the most salient clue (if clues are present)?,Describe the main red herring (if present),Of what type is the main red herring (if present)?,Presence of planted or fabricated evidence,Types of evidence made available in the story,Is the crime solved?,"Does the detective pointedly and independently decide NOT to alert the authorities to the facts of the crime, despite the fact that an actionable crime has been committed?",Do you receive a satisfying narrative of account of the crime(s) in all their relevant details and a summary of the process by which the crime(s) are solved?,How satisfying is this story as a piece of detective fiction?,Would you recommend this story to a friend?,"Upload plain text file here, named as [STORY CODE].txt",Crime trajectory,"What is the ""reveal border"" sentence?"
2021-06-18T14:27:28Z,SO,MS,LMSY01,The Ninescore Mystery,"A partially decomposed body found in a bog is identified as Mary Nicholls, a woman known for her trysts with Mr. Lydgate, a London gentleman. Does the murder have anything to do with their child born out of wedlock? And where is Mary’s sister, Susan?",BO,NA,Standard,Molly Robertson-Kirk,Female,Member of the police,NA,NA,NA,NA,Mary Granard,Female,Independent professional (solo),NA,NA,NA,NA,1,1,,,,1,1,0,0,No,Acts alone,The detective(s) themselves,Police are present and contribute significantly to solving the crime,Crime,Before the investigation,"Murder, Blackmail","Greed, Revenge",Blunt force trauma,No,No,No,"Illegible and never usable (illegible → never usable), Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible)",Mr. Ludgate's testimony (was away the entire time),Testimonial clue,Susan's absence throughout the investigation,Physical clue,Mr. Lydgate's visits to Mary,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1GJry-1q8s7nkdk6X0oquGvVdKPaFNNsQ,Qrime → same qrime,"“Mary, you are stupid,” was all the reply I got."
2021-06-18T14:48:15Z,SO,MS,LMSY02,The Frewin Miniatures,"Mr. Frewin is a rich art collector at the verge of death. At his death bed, his prized miniatures are stolen! Is it the work of his irreconcilable son Lionel, who was struck out of Mr. Frewin’s will?",BO,NA,Standard,Molly Robertson-Kirk,Female,Member of the police,NA,NA,NA,NA,Mary Granard,Female,Independent professional (solo),NA,NA,NA,NA,2,0,,,,0,1,0,0,No,Acts alone,The police,Police are present and contribute significantly to solving the crime,Crime,Before the investigation,"Theft, Fraud, Forgery",Love,NA,No,No,No,"Illegible and never usable (illegible → never usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible)",Art-training of Mrs. Frewin,Testimonial clue,Lionel's testimony that he was at Lady Steyne's house,Testimonial clue,The son's resentment to the father for being cut out of the will,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1hYbEp47oGPwEH9GkyDOLXWwwK4mJXcoG,Qrime → same qrime,"“Oh, yes, I do,” replied Lady Molly, still smiling."
2021-06-18T15:31:48Z,SO,MS,LMSY03,The Irish-Tweed Coat,"(Racism) A man is murdered in Sicily! And in his clutches, a cut of Irish tweed from his English overseer’s coat. Is this the work of the mob? Russian nihilists? In this cosmopolitan case, how will Lady Molly prove the Englishman’s innocence?",BO,NA,Other,Molly Robertson-Kirk,Female,Member of the police,NA,NA,NA,NA,Mary Granard,Female,Independent professional (solo),NA,NA,NA,NA,2,1,,,,2,1,0,0,No,Acts on behalf of a crime syndicate,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Theft, Assault",Ideology,Knife/sword,No,No,No,NA,NA,NA,NA,NA,NA,NA,Planted,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1_Bvb2zVDtACNZmXRzy4EjG7xw2BqVxLC,Qrime → same qrime,NA
2021-06-20T14:45:25Z,SO,MS,LMSY04,The Fordwych Castle Mystery,"(Racism) The Lady d’Alboukirk lives with her heir, the athletic Henriette. But when her pretty, dainty younger sister Joan comes to live with them, Roonah, Joan’s servant, is murdered, and the papers which stake Joan’s claim to the d’Alboukirk estate go missing.",BO,NA,Standard,Molly Robertson-Kirk,Female,Member of the police,NA,NA,NA,NA,Mary Granard,Female,Independent professional (solo),NA,NA,NA,NA,0,3,,,,0,1,0,0,No,Acts mostly alone with some assistance,The police,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft, Fraud, Forgery",Greed,Knife/sword,No,No,No,"Legible but not usable (legible → not usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Roonah would not give Mr. McKinley access to the documents,Testimonial clue,Long talks with the lawyer (Mr. McKinley),Testimonial clue,Henriette's potential loss of her inheritance,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1-ncz_SwVog2sjUEkzx-pg-a8qytsQCXb,Qrime → same qrime,"“Yes. I suspected it from the first,” replied Lady Molly calmly."
2021-06-20T15:09:39Z,SO,MS,LMSY05,A Day’s Folly,Jane Turner is found bound and gagged in her own home! And her handbag is stolen! Who could have done such a thing? And why is Her Serene Highness involved in this affair?,BO,NA,Standard,Molly Robertson-Kirk,Female,Member of the police,NA,NA,NA,NA,Mary Granard,Female,Independent professional (solo),NA,NA,NA,NA,0,1,,,,0,1,0,0,No,Acts alone,The police,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Theft, Fraud, Blackmail, Assault, Breaking and entering",Greed,NA,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible)",H.S.H. from the personal columns of the West of England Times is a code for meeting at the railway,Physical clue,Late appointments at the railway station,Testimonial clue,Gags and bounds on Jane Turner,Physical clue,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1xPjiwO_IKSNBpVBNQdtzjN2Upy3_7_pB,Qrime → different qrime,"It is wonderful how cleverly a girl like that worked out such a complicated scheme, all alone.”"
2021-06-20T15:43:56Z,SO,MS,LMSY06,A Castle In Brittany,"An eccentric old lady constructs an elaborate plan on her deathbed, to thwart the machinations of her sister and nephew, but she needs Lady Molly's help to execute it. After promising to execute the will in a year’s time, Lady Molly is struck ill! Does her illness have something to do with the will?",BO,NA,Other,Molly Robertson-Kirk,Female,Member of the police,NA,NA,NA,NA,Mary Granard,Female,Independent professional (solo),NA,NA,NA,NA,1,1,,,,1,2,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Quasi-crime,During the investigation,"Theft, Blackmail, Bribery, Assault","Greed, Self-defence",NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,3,Yes,https://drive.google.com/open?id=17ocduv6D1gQPMLz1OrbGuiVuTwUzunV0,No qrime → no qrime,It contained a short document whereon the signature “Amédé de Terhoven” was clearly visible.
2021-06-21T13:16:53Z,SK,MAL,OMIC11,The De Genneville Peerage,"After Hon. Robert de Genneville is found brutally murdered the day before his wedding, all signs point to his twin brother, just in time for his usurpence of the family estate. But as journalist Polly Burton and the man in the corner analyze the crime, the twin’s lawyer has more to do with it than initially meets the eye.",BO,NA,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,1,0,,,,1,0,0,0,No,Acts alone,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft, Fraud","Greed, Revenge",Blunt force trauma,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The mutiliation of the corpse,Physical clue,The description of the alleged victim (cape) from witnesses who never met him suggests a disguise,Testimonial clue,NA,NA,"Planted, Fabricated","Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,https://drive.google.com/open?id=1Lk1cS-s2birY9pyvvhMgWh62fzEZFSYv,Qrime → different qrime,“And yet see how simple it is!”
2021-06-21T13:17:28Z,SK,MAL,OMIC12,The Mysterious Death in Percy Street,"Erratic behavior, a sudden lover, and an even more sudden suicide; all of these factors point towards unusual circumstances regarding the death of Mrs Owens and her frozen cockatoo.",BO,NA,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,0,1,,,,1,0,0,0,No,Acts alone,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Blackmail",Greed,Other,Yes,Yes,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",The window tied with the sash-line string,Physical clue,Strained relationship with nephew,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,https://drive.google.com/open?id=1cbuidEK7URSeXAex8eAOSPd5fACnWoU3,Qrime → same qrime,"""How the murder was committed?"" he said eagerly."
2021-06-21T13:20:05Z,SK,MAL,CME06,The Lisson Grove Mystery,"With the brutal murder and dismemberment of Mr. Dyke, a disabled father living alone, the interest of not just the residents of Lisson Grove, but Detective Owens is set ablaze as we learn about the mind-boggling mechanisms behind this homicide.",BO,NA,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,1,0,,,,1,1,0,0,No,Acts together with one or more equal partners,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,Murder,Greed,Blunt force trauma,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",The new housekeeper never seeing the victim before,Testimonial clue,The recipient (Amelia) of the inheritance,Physical clue,NA,NA,"Planted, Fabricated","Testimonial evidence, Physical evidence",Yes,No,Yes,5,Yes,https://drive.google.com/open?id=1ZPdEnanJzynp-sLFhGk-Cjm_LmYt7BR8,Qrime → same qrime,"“But then, who murdered the old man?” I asked"
2021-06-21T13:36:36Z,SK,MAL,CME05,The Murder of Miss Pebmarsh,"With greed, pride, and bitter feelings lurking behind the scenes, all evidence regarding Miss Pebmarsh’s death points towards her theatre-loving niece. However, with the clever investigations of Bill Owens, matters are suddenly complicated in a way never expected.",BO,NA,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,0,2,,,,1,1,0,0,No,Acts alone,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Blackmail, Forgery",Pride,Knife/sword,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The victim being left-handed,Testimonial clue,The husband suddenly leaving,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1fw0QPr98o0wC1CJo1bHXHoseGLA6oclp,Qrime → same qrime,There was yet another act in that palpitating drama of her life— one act— the dénouement as unexpected as it was thrilling.
2021-06-21T13:49:37Z,SK,MAL,CME01,The Case of Miss Elliott,"When a popular lady doctor is found dead by a footbridge, surgical knife in hand, Polly Burton discusses who among a cast of professionals in a corrupt hospital could be responsible for Miss Elliot’s alleged suicide.",BO,NA,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,0,1,,,,2,0,0,0,No,Acts together with one or more equal partners,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft","Greed, Pride",Knife/sword,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable)",The surgical precision of the fatal,Physical clue,The shady happenings of the hospital and missing funds,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1BHT6uvl6_d4E7FKm-AFldQ3cTSiF1SZ2,Qrime → same qrime,"“To everyone,” rejoined the funny creature, “except to me.”"
2021-06-21T14:15:14Z,CC,WW,CME07,The Tremarn Case,"A man is murdered by a stiletto in Paris, and a crime with the same modus operandi occurs a year later, this time to Philip Le Cheminant,  the recently discovered nephew of Earl Tremarn. The public suspects his cousin Harold, however, was Philip Le Cheminant exactly who he seemed?",BO,NA,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,3,0,,,,2,0,0,0,No,Acts alone,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Fraud, Blackmail","Greed, Revenge, Pride",Knife/sword,Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The original unsolved murder with the same MO,Physical clue,The behaviour of Lord Tremarn when he discovers he has a new heir,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,5,Yes,https://drive.google.com/open?id=1-I8GCA_y1dbFnp6f66GGawAGKI1tLNzc,Qrime → same qrime,"“Who, indeed?” he replied with a chuckle, “who but the man who was as wax in the hands of that impostor?”"
2021-06-21T14:19:28Z,CC,WW,CME08,The Fate of the Artemis,"A manufacturer entrusts Captain Markham with delivering a map to the freight ship Artemis, necessary for navigating the mine-ridden waters of its route. When the captain is discovered bound, gagged, and robbed, all hope seems lost for the ship. Months later, the unexpected news: the Artemis has safely reached Port Arthur.",BO,NA,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,1,0,,,,6,1,0,0,Yes,Acts together with one or more equal partners,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Quasi-crime,"Before the investigation, During the investigation","Murder, Theft, Fraud, Blackmail, Assault, Mischief","Greed, Love, Ideology, Pride",Arson,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The fragments of the letter,Physical clue,The behaviour of Captain Markham,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",No,No,Yes,3,No,https://drive.google.com/open?id=1XPMOYkxBZa2u3zDz1UCnQGlVfy1y1xGD,Qrime → different qrime,"“Of course I have a theory,” he replied placidly; “nay, more, the only explanation of those mysterious events."
2021-06-21T14:28:06Z,CC,WW,CME09,The Disappearance of Count Collini,"When a rich heiress’s new husband vanishes without a trace along with the entirety of her fortune, her spurned suitor becomes a prime suspect. But when no body or proof of murder emerges, the police can only leave the case cold, that is, until Bill Owens is on the case!",BO,NA,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,0,1,,,,2,0,0,0,No,Acts together with one or more equal partners,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Suspected murder, Theft, Fraud","Greed, Revenge",NA,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The fact that Count Collini persuaded Alice to withdraw her fortune in cash,Testimonial clue,Impossibility of Count Collini having left the country or having been murdered without being found,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,https://drive.google.com/open?id=1ooiPif6PO93SY65TWTqYUJ9BcoPJNXar,Qrime → different qrime,"“A simple one,” he rejoined quietly, as he once more began to fidget with his bit of string."
